avibase_id,species_latin_key,species_english,species_birdlife,species_ioc,species_ebird,species_avilist,order,family_ioc,family_clements,family_birdlife,family_avilist,genus
AVIBASE-769104DC,Phleocryptes melanops,Wren-like Rushbird,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes melanops,Phleocryptes melanops,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Phleocryptes
AVIBASE-7694CC98,Drymophila hellmayri,Santa Marta Antbird,Drymophila hellmayri,Drymophila hellmayri,Drymophila hellmayri,Drymophila hellmayri,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Drymophila
AVIBASE-7699C151,Troglodytes rufulus,Tepui Wren,Troglodytes rufulus,Troglodytes rufulus,Troglodytes rufulus,Troglodytes rufulus,Passeriformes,Troglodytidae,Troglodytidae,Troglodytidae,Troglodytidae,Troglodytes
AVIBASE-769F157D,Zosterops olivaceus,Reunion Olive White-eye,Zosterops olivaceus,Zosterops olivaceus,Zosterops olivaceus,Zosterops olivaceus,Passeriformes,Zosteropidae,Zosteropidae,Zosteropidae,Zosteropidae,Zosterops
AVIBASE-76A116AB,Amazona festiva,Southern Festive Amazon,Amazona festiva,Amazona festiva,Amazona festiva,Amazona festiva,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Amazona
AVIBASE-76AD04B7,Pachycephala monacha,Black-headed Whistler,Pachycephala monacha,Pachycephala monacha,Pachycephala monacha,Pachycephala monacha,Passeriformes,Pachycephalidae,Pachycephalidae,Pachycephalidae,Pachycephalidae,Pachycephala
AVIBASE-76B35118,Euschistospiza dybowskii,Dybowski's Twinspot,Euschistospiza dybowskii,Euschistospiza dybowskii,Euschistospiza dybowskii,Euschistospiza dybowskii,Passeriformes,Estrildidae,Estrildidae,Estrildidae,Estrildidae,Euschistospiza
AVIBASE-76B512B1,Gyps rueppelli,Rüppell's Vulture,Gyps rueppelli,Gyps rueppelli,Gyps rueppelli,Gyps rueppelli,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Gyps
AVIBASE-76C2CF63,Synallaxis stictothorax,Necklaced Spinetail,Synallaxis stictothorax,Synallaxis stictothorax,Synallaxis stictothorax,Synallaxis stictothorax,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Synallaxis
AVIBASE-76C44D5A,Urocissa erythroryncha,Red-billed Blue Magpie,Urocissa erythroryncha,Urocissa erythroryncha,Urocissa erythroryncha,Urocissa erythroryncha,Passeriformes,Corvidae,Corvidae,Corvidae,Corvidae,Urocissa
AVIBASE-76D3DC48,Tanysiptera galatea,Common Paradise-kingfisher,Tanysiptera galatea,Tanysiptera galatea,Tanysiptera galatea,Tanysiptera galatea,Coraciiformes,Alcedinidae,Alcedinidae,Alcedinidae,Alcedinidae,Tanysiptera
AVIBASE-76D78C1C,Nonnula brunnea,Brown Nunlet,Nonnula brunnea,Nonnula brunnea,Nonnula brunnea,Nonnula brunnea,Piciformes,Bucconidae,Bucconidae,Bucconidae,Bucconidae,Nonnula
AVIBASE-76D9954B,Amazilia yucatanensis,Buff-bellied Hummingbird,Amazilia yucatanensis,Amazilia yucatanensis,Amazilia yucatanensis,Amazilia yucatanensis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia
AVIBASE-76DF73A9,Salpinctes obsoletus,Rock Wren,Salpinctes obsoletus,Salpinctes obsoletus,Salpinctes obsoletus,Salpinctes obsoletus,Passeriformes,Troglodytidae,Troglodytidae,Troglodytidae,Troglodytidae,Salpinctes
AVIBASE-76E2708C,Larvivora akahige,Japanese Robin,Larvivora akahige,Larvivora akahige,Larvivora akahige,Larvivora akahige,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Larvivora
AVIBASE-76E45A19,Gallirex porphyreolophus,Purple-crested Turaco,Gallirex porphyreolophus,Gallirex porphyreolophus,Gallirex porphyreolophus,Gallirex porphyreolophus,Musophagiformes,Musophagidae,Musophagidae,Musophagidae,Musophagidae,Gallirex
AVIBASE-76F38417,Aegotheles insignis,Feline Owlet-nightjar,Aegotheles insignis,Aegotheles insignis,Aegotheles insignis,Aegotheles insignis,Caprimulgiformes,Aegothelidae,Aegothelidae,Aegothelidae,Aegothelidae,Aegotheles
AVIBASE-76F3ABA6,Grallaria albigula,White-throated Antpitta,Grallaria albigula,Grallaria albigula,Grallaria albigula,Grallaria albigula,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Grallaria
AVIBASE-76F3C885,Sholicola albiventris,White-bellied Sholakili,Sholicola albiventris,Sholicola albiventris,Sholicola albiventris,Sholicola albiventris,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Sholicola
AVIBASE-76F91EB1,Tangara nigrocincta,Masked Tanager,Tangara nigrocincta,Stilpnia nigrocincta,Stilpnia nigrocincta,Stilpnia nigrocincta,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Tangara
AVIBASE-76FAC9A5,Phoeniculus damarensis,Violet Woodhoopoe,Phoeniculus damarensis,Phoeniculus damarensis,Phoeniculus damarensis,Phoeniculus damarensis,Bucerotiformes,Phoeniculidae,Phoeniculidae,Phoeniculidae,Phoeniculidae,Phoeniculus
AVIBASE-7700E7E6,Kurochkinegramma hypogrammica,Purple-naped Spiderhunter,Kurochkinegramma hypogrammica,Kurochkinegramma hypogrammicum,Kurochkinegramma hypogrammicum,Kurochkinegramma hypogrammicum,Passeriformes,Nectariniidae,Nectariniidae,Nectariniidae,Nectariniidae,Kurochkinegramma
AVIBASE-770308E9,Apalis sharpii,Sharpe's Apalis,Apalis sharpii,Apalis sharpii,Apalis sharpii,Apalis sharpii,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Apalis
AVIBASE-770830AC,Megacrex inepta,New Guinea Flightless Rail,Megacrex inepta,Megacrex inepta,Megacrex inepta,Megacrex inepta,Gruiformes,Rallidae,Rallidae,Rallidae,Rallidae,Megacrex
AVIBASE-770BA3E8,Pelecanoides garnotii,Peruvian Diving-petrel,Pelecanoides garnotii,Pelecanoides garnotii,Pelecanoides garnotii,Pelecanoides garnotii,Procellariiformes,Procellariidae,Procellariidae,Procellariidae,Procellariidae,Pelecanoides
AVIBASE-77152019,Thamnophilus unicolor,Uniform Antshrike,Thamnophilus unicolor,Thamnophilus unicolor,Thamnophilus unicolor,Thamnophilus unicolor,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilus
AVIBASE-772E19B8,Sugomel nigrum,Black Honeyeater,Sugomel nigrum,Sugomel nigrum,Sugomel nigrum,Sugomel nigrum,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Sugomel
AVIBASE-7738F2BC,Turdus confinis,San Lucas Robin,Turdus confinis,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Turdidae,MISSING,Turdus
AVIBASE-7739D5A5,Amazilia tzacatl,Rufous-tailed Hummingbird,Amazilia tzacatl,Amazilia tzacatl,Amazilia tzacatl,Amazilia tzacatl,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Amazilia
AVIBASE-77477F0F,Knipolegus franciscanus,Caatinga Black-tyrant,Knipolegus franciscanus,Knipolegus franciscanus,Knipolegus franciscanus,Knipolegus franciscanus,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Knipolegus
AVIBASE-7751E0D1,Casuarius bennetti,Dwarf Cassowary,Casuarius bennetti,Casuarius bennetti,Casuarius bennetti,Casuarius bennetti,Casuariiformes,Casuariidae,Casuariidae,Casuariidae,Casuariidae,Casuarius
AVIBASE-7759D86F,Dacnis nigripes,Black-legged Dacnis,Dacnis nigripes,Dacnis nigripes,Dacnis nigripes,Dacnis nigripes,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Dacnis
AVIBASE-775C66B9,Turdoides tenebrosa,Dusky Babbler,Turdoides tenebrosa,Turdoides tenebrosa,Turdoides tenebrosa,Turdoides tenebrosa,Passeriformes,Leiothrichidae,Leiothrichidae,Leiotrichidae,Leiothrichidae,Turdoides
AVIBASE-775E93D7,Morus capensis,Cape Gannet,Morus capensis,Morus capensis,Morus capensis,Morus capensis,Pelecaniformes,Sulidae,Sulidae,Sulidae,Sulidae,Morus
AVIBASE-7766CC3C,Cissopis leverianus,Magpie Tanager,Cissopis leverianus,Cissopis leverianus,Cissopis leverianus,Cissopis leverianus,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Cissopis
AVIBASE-776CBB16,Artamus maximus,Great Woodswallow,Artamus maximus,Artamus maximus,Artamus maximus,Artamus maximus,Passeriformes,Artamidae,Artamidae,Artamidae,Artamidae,Artamus
AVIBASE-776DE49E,Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,Rhynchocyclus aequinoctialis,Rhynchocyclus aequinoctialis,Rhynchocyclus aequinoctialis,Rhynchocyclus aequinoctialis,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Rhynchocyclus
AVIBASE-77721E6B,Amazona farinosa,Southern Mealy Amazon,Amazona farinosa,Amazona farinosa,Amazona farinosa,Amazona farinosa,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Amazona
AVIBASE-7782AD9F,Rhodopechys sanguineus,Eurasian Crimson-winged Finch,Rhodopechys sanguineus,Rhodopechys sanguineus,Rhodopechys sanguineus,Rhodopechys sanguineus,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Rhodopechys
AVIBASE-77845DAD,Leucogeranus leucogeranus,Siberian Crane,Leucogeranus leucogeranus,Leucogeranus leucogeranus,Leucogeranus leucogeranus,Leucogeranus leucogeranus,Gruiformes,Gruidae,Gruidae,Gruidae,Gruidae,Leucogeranus
AVIBASE-7784B060,Aimophila ruficeps,Rufous-crowned Sparrow,Aimophila ruficeps,Aimophila ruficeps,Aimophila ruficeps,Aimophila ruficeps,Passeriformes,Passerellidae,Passerellidae,Passerellidae,Passerellidae,Aimophila
AVIBASE-7799DC8B,Philetairus socius,Sociable Weaver,Philetairus socius,Philetairus socius,Philetairus socius,Philetairus socius,Passeriformes,Ploceidae,Ploceidae,Ploceidae,Ploceidae,Philetairus
AVIBASE-779F6508,Ptilinopus rarotongensis,Rarotonga Fruit-dove,Ptilinopus rarotongensis,Ptilinopus rarotongensis,Ptilinopus rarotongensis,Ptilinopus rarotongensis,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Ptilinopus
AVIBASE-77A0EB9D,Cicinnurus regius,King Bird-of-paradise,Cicinnurus regius,Cicinnurus regius,Cicinnurus regius,Cicinnurus regius,Passeriformes,Paradisaeidae,Paradisaeidae,Paradisaeidae,Paradisaeidae,Cicinnurus
AVIBASE-77B4C75D,Florisuga fusca,Black Jacobin,Florisuga fusca,Florisuga fusca,Florisuga fusca,Florisuga fusca,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Florisuga
AVIBASE-77B6BACB,Turdus ruficollis,Rufous-throated Thrush,Turdus ruficollis,Turdus ruficollis,Turdus ruficollis,Turdus ruficollis,Passeriformes,Turdidae,Turdidae,Turdidae,Turdidae,Turdus
AVIBASE-77B73033,Pyrrhula aurantiaca,Orange Bullfinch,Pyrrhula aurantiaca,Pyrrhula aurantiaca,Pyrrhula aurantiaca,Pyrrhula aurantiaca,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Pyrrhula
AVIBASE-77C2E107,Nonnula amaurocephala,Chestnut-headed Nunlet,Nonnula amaurocephala,Nonnula amaurocephala,Nonnula amaurocephala,Nonnula amaurocephala,Piciformes,Bucconidae,Bucconidae,Bucconidae,Bucconidae,Nonnula
AVIBASE-77CB59D7,Spinus magellanicus,Hooded Siskin,Spinus magellanicus,Spinus magellanicus,Spinus magellanicus,Spinus magellanicus,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Spinus
AVIBASE-77CBF484,Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,Gymnoris xanthocollis,Gymnoris xanthocollis,Gymnoris xanthocollis,Gymnoris xanthocollis,Passeriformes,Passeridae,Passeridae,Passeridae,Passeridae,Gymnoris
AVIBASE-77D63A85,Momotus bahamensis,Trinidad Motmot,Momotus bahamensis,Momotus bahamensis,Momotus bahamensis,Momotus bahamensis,Coraciiformes,Momotidae,Momotidae,Momotidae,Momotidae,Momotus
AVIBASE-77D82F60,Dendropicos namaquus,Bearded Woodpecker,Dendropicos namaquus,Chloropicus namaquus,Chloropicus namaquus,Chloropicus namaquus,Piciformes,Picidae,Picidae,Picidae,Picidae,Dendropicos
AVIBASE-77EDD972,Ptilinopus insolitus,Knob-billed Fruit-dove,Ptilinopus insolitus,Ptilinopus insolitus,Ptilinopus insolitus,Ptilinopus insolitus,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Ptilinopus
AVIBASE-77F025E0,Tephrodornis affinis,Sri Lanka Woodshrike,Tephrodornis affinis,Tephrodornis affinis,Tephrodornis affinis,Tephrodornis affinis,Passeriformes,Vangidae,Vangidae,Vangidae,Vangidae,Tephrodornis
AVIBASE-77F0C62C,Muscicapa aquatica,Swamp Flycatcher,Muscicapa aquatica,Muscicapa aquatica,Muscicapa aquatica,Muscicapa aquatica,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapa
AVIBASE-77FE6CF2,Eremomela icteropygialis,Yellow-bellied Eremomela,Eremomela icteropygialis,Eremomela icteropygialis,Eremomela icteropygialis,Eremomela icteropygialis,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Eremomela
AVIBASE-78053B6F,Zosterops flavus,Javan White-eye,Zosterops flavus,Zosterops flavus,Zosterops flavus,Zosterops flavus,Passeriformes,Zosteropidae,Zosteropidae,Zosteropidae,Zosteropidae,Zosterops
AVIBASE-780CB54B,Micrastur gilvicollis,Lined Forest-falcon,Micrastur gilvicollis,Micrastur gilvicollis,Micrastur gilvicollis,Micrastur gilvicollis,Falconiformes,Falconidae,Falconidae,Falconidae,Falconidae,Micrastur
AVIBASE-7818C61C,Procnias tricarunculatus,Three-wattled Bellbird,Procnias tricarunculatus,Procnias tricarunculatus,Procnias tricarunculatus,Procnias tricarunculatus,Passeriformes,Cotingidae,Cotingidae,Cotingidae,Cotingidae,Procnias
AVIBASE-781FA842,Anthracothorax viridigula,Green-throated Mango,Anthracothorax viridigula,Anthracothorax viridigula,Anthracothorax viridigula,Anthracothorax viridigula,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Anthracothorax
AVIBASE-781FE53F,Acrocephalus agricola,Paddyfield Warbler,Acrocephalus agricola,Acrocephalus agricola,Acrocephalus agricola,Acrocephalus agricola,Passeriformes,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalus
AVIBASE-7821A1F0,Geobiastes squamiger,Scaly Ground-roller,Geobiastes squamiger,Geobiastes squamiger,Geobiastes squamiger,Geobiastes squamiger,Coraciiformes,Brachypteraciidae,Brachypteraciidae,Brachypteraciidae,Brachypteraciidae,Geobiastes
AVIBASE-78348EF2,Streptocitta torquata,Northern White-necked Myna,Streptocitta torquata,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Sturnidae,MISSING,Streptocitta
AVIBASE-783E492C,Cinnyris osea,Palestine Sunbird,Cinnyris osea,Cinnyris osea,Cinnyris osea,Cinnyris osea,Passeriformes,Nectariniidae,Nectariniidae,Nectariniidae,Nectariniidae,Cinnyris
AVIBASE-783F7744,Troglodytes cobbi,Cobb's Wren,Troglodytes cobbi,Troglodytes cobbi,Troglodytes cobbi,Troglodytes cobbi,Passeriformes,Troglodytidae,Troglodytidae,Troglodytidae,Troglodytidae,Troglodytes
AVIBASE-78427CA9,Agriornis montanus,Black-billed Shrike-tyrant,Agriornis montanus,Agriornis montanus,Agriornis montanus,Agriornis montanus,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Agriornis
AVIBASE-78509A5D,Chondestes grammacus,Lark Sparrow,Chondestes grammacus,Chondestes grammacus,Chondestes grammacus,Chondestes grammacus,Passeriformes,Passerellidae,Passerellidae,Passerellidae,Passerellidae,Chondestes
AVIBASE-7852EFAE,Eurystomus azureus,Azure Dollarbird,Eurystomus azureus,Eurystomus azureus,Eurystomus azureus,Eurystomus azureus,Coraciiformes,Coraciidae,Coraciidae,Coraciidae,Coraciidae,Eurystomus
AVIBASE-78540AAF,Zosterops oleagineus,Yap Olive White-eye,Zosterops oleagineus,Zosterops oleagineus,Zosterops oleagineus,Zosterops oleagineus,Passeriformes,Zosteropidae,Zosteropidae,Zosteropidae,Zosteropidae,Zosterops
AVIBASE-78573BB2,Cisticola ayresii,Wing-snapping Cisticola,Cisticola ayresii,Cisticola ayresii,Cisticola ayresii,Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Cisticola
AVIBASE-785A9333,Micropsitta meeki,Yellow-breasted Pygmy-parrot,Micropsitta meeki,Micropsitta meeki,Micropsitta meeki,Micropsitta meeki,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Micropsitta
AVIBASE-78607A22,Vidua interjecta,Exclamatory Paradise-whydah,Vidua interjecta,Vidua interjecta,Vidua interjecta,Vidua interjecta,Passeriformes,Viduidae,Viduidae,Viduidae,Viduidae,Vidua
AVIBASE-786A881C,Campylopterus duidae,Buff-breasted Sabrewing,Campylopterus duidae,Campylopterus duidae,Campylopterus duidae,Campylopterus duidae,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Campylopterus
AVIBASE-786B0F98,Calliope calliope,Siberian Rubythroat,Calliope calliope,Calliope calliope,Calliope calliope,Calliope calliope,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Calliope
AVIBASE-786EFC15,Cyornis poliogenys,Pale-chinned Flycatcher,Cyornis poliogenys,Cyornis poliogenys,Cyornis poliogenys,Cyornis poliogenys,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Cyornis
AVIBASE-787E0536,Cistothorus palustris,Marsh Wren,Cistothorus palustris,Cistothorus palustris,Cistothorus palustris,Cistothorus palustris,Passeriformes,Troglodytidae,Troglodytidae,Troglodytidae,Troglodytidae,Cistothorus
AVIBASE-7882DDB3,Thamnistes aequatorialis,Eastern Russet Antshrike,Thamnistes aequatorialis,MISSING,MISSING,MISSING,Passeriformes,MISSING,MISSING,Thamnophilidae,MISSING,Thamnistes
AVIBASE-7884F0D6,Prodotiscus insignis,Cassin's Honeybird,Prodotiscus insignis,Prodotiscus insignis,Prodotiscus insignis,Prodotiscus insignis,Piciformes,Indicatoridae,Indicatoridae,Indicatoridae,Indicatoridae,Prodotiscus
AVIBASE-78853651,Hypocnemoides melanopogon,Black-chinned Antbird,Hypocnemoides melanopogon,Hypocnemoides melanopogon,Hypocnemoides melanopogon,Hypocnemoides melanopogon,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Hypocnemoides
AVIBASE-788EBCAB,Fregata minor,Great Frigatebird,Fregata minor,Fregata minor,Fregata minor,Fregata minor,Pelecaniformes,Fregatidae,Fregatidae,Fregatidae,Fregatidae,Fregata
AVIBASE-789702E0,Phylloscopus presbytes,Timor Leaf-warbler,Phylloscopus presbytes,Phylloscopus presbytes,Phylloscopus presbytes,Phylloscopus presbytes,Passeriformes,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopus
AVIBASE-789991C9,Poecilodryas brachyura,Black-chinned Robin,Poecilodryas brachyura,Leucophantes brachyurus,Leucophantes brachyurus,Leucophantes brachyurus,Passeriformes,Petroicidae,Petroicidae,Petroicidae,Petroicidae,Poecilodryas
AVIBASE-78B55ACC,Dicaeum agile,Thick-billed Flowerpecker,Dicaeum agile,Pachyglossa agilis,Pachyglossa agilis,Pachyglossa agilis,Passeriformes,Dicaeidae,Dicaeidae,Dicaeidae,Dicaeidae,Dicaeum
AVIBASE-78D292A8,Charmosyna multistriata,Striated Lorikeet,Charmosyna multistriata,Synorhacma multistriata,Charmosyna multistriata,Charmosyna multistriata,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Charmosyna
AVIBASE-78DA4BAF,Oriolus szalayi,Brown Oriole,Oriolus szalayi,Oriolus szalayi,Oriolus szalayi,Oriolus szalayi,Passeriformes,Oriolidae,Oriolidae,Oriolidae,Oriolidae,Oriolus
AVIBASE-78E30C13,Aprositornis disjuncta,Yapacana Antbird,Aprositornis disjuncta,Aprositornis disjuncta,Aprositornis disjuncta,Aprositornis disjuncta,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Aprositornis
AVIBASE-78E73320,Brachypodius fuscoflavescens,Andaman Bulbul,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Microtarsus fuscoflavescens,Microtarsus fuscoflavescens,Passeriformes,Pycnonotidae,Pycnonotidae,Pycnonotidae,Pycnonotidae,Brachypodius
AVIBASE-78EFB310,Turdus fumigatus,Cocoa Thrush,Turdus fumigatus,Turdus fumigatus,Turdus fumigatus,Turdus fumigatus,Passeriformes,Turdidae,Turdidae,Turdidae,Turdidae,Turdus
AVIBASE-78F55CF1,Ptyonoprogne rufigula,Red-throated Rock Martin,Ptyonoprogne rufigula,Ptyonoprogne rufigula,Ptyonoprogne rufigula,Ptyonoprogne rufigula,Passeriformes,Hirundinidae,Hirundinidae,Hirundinidae,Hirundinidae,Ptyonoprogne
AVIBASE-79094AD6,Locustella luteoventris,Brown Grasshopper-warbler,Locustella luteoventris,Locustella luteoventris,Locustella luteoventris,Locustella luteoventris,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Locustella
AVIBASE-79107CE6,Psophodes olivaceus,Eastern Whipbird,Psophodes olivaceus,Psophodes olivaceus,Psophodes olivaceus,Psophodes olivaceus,Passeriformes,Psophodidae,Psophodidae,Psophodidae,Psophodidae,Psophodes
AVIBASE-791DED18,Hippolais olivetorum,Olive-tree Warbler,Hippolais olivetorum,Hippolais olivetorum,Hippolais olivetorum,Hippolais olivetorum,Passeriformes,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalidae,Hippolais
AVIBASE-79264228,Ampeliceps coronatus,Golden-crested Myna,Ampeliceps coronatus,Ampeliceps coronatus,Ampeliceps coronatus,Ampeliceps coronatus,Passeriformes,Sturnidae,Sturnidae,Sturnidae,Sturnidae,Ampeliceps
AVIBASE-79264A96,Ploceus aureonucha,Golden-naped Weaver,Ploceus aureonucha,Ploceus aureonucha,Ploceus aureonucha,Ploceus aureonucha,Passeriformes,Ploceidae,Ploceidae,Ploceidae,Ploceidae,Ploceus
AVIBASE-7927D0DD,Phyllastrephus albigularis,White-throated Greenbul,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,Phyllastrephus albigularis,Passeriformes,Pycnonotidae,Pycnonotidae,Pycnonotidae,Pycnonotidae,Phyllastrephus
AVIBASE-792ED873,Aethopyga eximia,White-flanked Sunbird,Aethopyga eximia,Aethopyga eximia,Aethopyga eximia,Aethopyga eximia,Passeriformes,Nectariniidae,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga
AVIBASE-7939B436,Prinia sylvatica,Jungle Prinia,Prinia sylvatica,Prinia sylvatica,Prinia sylvatica,Prinia sylvatica,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Prinia
AVIBASE-793BF787,Nyctyornis amictus,Red-bearded Bee-eater,Nyctyornis amictus,Nyctyornis amictus,Nyctyornis amictus,Nyctyornis amictus,Coraciiformes,Meropidae,Meropidae,Meropidae,Meropidae,Nyctyornis
AVIBASE-793E3F20,Pelecanus philippensis,Spot-billed Pelican,Pelecanus philippensis,Pelecanus philippensis,Pelecanus philippensis,Pelecanus philippensis,Pelecaniformes,Pelecanidae,Pelecanidae,Pelecanidae,Pelecanidae,Pelecanus
AVIBASE-79420720,Charadrius bicinctus,Double-banded Plover,Charadrius bicinctus,Anarhynchus bicinctus,Anarhynchus bicinctus,Anarhynchus bicinctus,Charadriiformes,Charadriidae,Charadriidae,Charadriidae,Charadriidae,Charadrius
