avibase_id,beak_culmen,beak_culmen_m,beak_culmen_f,beak_nares,beak_nares_m,beak_nares_f,beak_width,beak_width_m,beak_width_f,beak_depth,beak_depth_m,beak_depth_f,tarsus,tarsus_m,tarsus_f,wing_len,wing_len_m,wing_len_f,kipps,kipps_m,kipps_f,secondary,secondary_m,secondary_f,hand_wing_index,hand_wing_index_m,hand_wing_index_f,tail_len,tail_len_m,tail_len_f,sample_size,sample_size_f,sample_size_m,mass,mass_source,inference,habitat,habitat_density,migration,primary_diet,trophic_niche,lifestyle,lat_min,lat_max,lat_centroid,lon_centroid,range_size,mass_BB,elevation_min_BB,elevation_range_BB,elevation_max_BB,habitat_BB,primary_diet_BB,nest_type_BB,flightless_BB,trophic_niche_BB,in_avonet,in_birdbase
AVIBASE-AACD51BD,20.2,20.8,18.4,10.95,11.43333,9.5,5.1,5.16667,4.9,4.75,4.83333,4.5,23.1,23.5,21.9,70.5,72.33333,65.0,6.45,6.63333,5.9,64.05,65.7,59.1,9.175,9.2,9.1,71.5,74.0,64.0,4.0,1.0,3.0,18.1,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-13.96,-4.71,-10.08,-65.35,484743.72,18.075,250.0,1100.0,1350.0,Forest,Carnivore,PN,No,Invertivore,True,True
AVIBASE-AACE84D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1400.0,2500.0,Shrubland,Carnivore,,No,Invertivore,False,True
AVIBASE-AAD30068,11.66,12.4,10.55,6.2,7.3,5.1,2.44,2.43333,2.45,2.26,2.33333,2.15,20.24,20.26667,20.2,51.8,52.0,51.5,7.375,7.5,7.25,44.875,45.5,44.25,14.125,14.15,14.1,49.0,48.66667,49.5,5.0,2.0,3.0,7.3,Updated_literature,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,27.64,28.85,28.19,-16.58,4943.1,7.3,0.0,4500.0,4500.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AAD953A6,21.64,22.22,20.48,10.5,11.25,9.75,3.14667,3.19,3.06,4.38667,4.44,4.28,21.6,22.2,20.7,80.86667,83.1,76.4,11.025,10.65,11.4,72.225,76.85,67.6,13.3,12.15,14.45,67.4,68.25,65.7,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,27.0,150.0,1000.0,1150.0,Forest,Omnivore,CP,No,Omnivore,True,True
AVIBASE-AAE04558,17.2,17.2,,11.2,11.2,,6.4,6.4,,9.4,9.4,,22.5,22.5,,65.0,65.0,,11.1,11.1,,53.9,53.9,,17.1,17.1,,44.0,44.0,,1.0,0.0,1.0,20.9,Dunning,NO,Forest,1.0,1.0,Omnivore,Omnivore,Generalist,13.77,14.03,13.91,-60.97,293.36,20.5,0.0,950.0,950.0,Forest,Omnivore,SP,No,Omnivore,True,True
AVIBASE-AAEA810D,10.1,10.075,10.14,5.825,5.95,5.7,2.91538,3.0,2.78,3.97692,3.9625,4.0,17.8125,18.06667,17.66,60.15385,61.0625,58.7,11.85,11.3,12.4,47.775,49.45,46.1,19.9,18.6,21.2,44.19231,44.9375,43.0,13.0,5.0,8.0,12.3,Dunning,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Terrestrial,-38.17,-21.53,-29.43,134.97,3741148.76,12.0,0.0,1100.0,1100.0,Woodland,Carnivore,DM,No,Invertivore,True,True
AVIBASE-AAEF597A,17.9,18.06667,17.65,7.65,8.05,7.25,3.76,3.9,3.55,4.9,5.1,4.6,23.56,24.6,22.0,163.6,167.66667,157.5,100.5,104.0,97.0,61.75,63.0,60.5,61.95,62.3,61.6,100.6,104.66667,94.5,5.0,2.0,3.0,177.0,Dunning,NO,Desert,3.0,2.0,Herbivore,Granivore,Terrestrial,-34.21,-12.25,-24.52,20.67,2037622.26,172.66667,0.0,1000.0,1000.0,Grassland,Herbivore,SC,No,Granivore,True,True
AVIBASE-AAF62362,13.52,13.4,13.7,8.4,7.9,8.9,4.36,4.23333,4.55,3.6,3.6,3.6,16.08,16.56667,15.35,65.7,68.5,61.5,13.5,14.0,13.0,51.125,53.75,48.5,20.925,20.65,21.2,58.2,59.33333,56.5,5.0,2.0,3.0,14.2,Dunning,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,12.75,34.71,23.56,94.08,768197.18,15.0,0.0,2090.0,2090.0,Forest,Carnivore,"CP,CV",No,Invertivore,True,True
AVIBASE-AB031597,17.92353,17.82,18.07143,9.875,10.06667,9.3,3.66,3.625,3.8,3.66,3.675,3.6,27.34118,27.61,26.95714,95.12069,96.38125,93.56923,30.51786,30.92667,30.04615,64.61429,65.55333,63.53077,32.07857,32.06667,32.09231,56.67059,56.72,56.6,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,26.68333,0.0,3000.0,3000.0,Grassland,Carnivore,"CP,CV,CR,BU",No,Invertivore,True,True
AVIBASE-AB038438,33.73,34.0125,32.6,19.925,19.9,19.95,10.4,10.525,9.9,10.85,10.8,11.05,25.55,26.1,23.35,141.55,142.5625,137.5,28.42,28.775,27.0,113.13,113.7875,110.5,20.03,20.1375,19.6,167.875,178.0,157.75,10.0,2.0,8.0,70.0,Updated_literature,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,5.92,7.7,6.87,80.46,21917.61,70.0,300.0,900.0,1200.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-AB08B1DE,18.43077,18.8,18.93333,8.975,,,5.1,5.55,4.66667,6.50769,6.46667,6.36667,30.39,31.63333,,97.34615,98.83333,96.33333,17.29,17.16667,,80.36,81.66667,,17.68,17.35,,89.07692,88.33333,90.66667,13.0,3.0,6.0,41.2,Dunning,NO,Shrubland,1.0,1.0,Carnivore,Invertivore,Insessorial,-43.64,-27.91,-37.51,147.12,298358.81,38.975,0.0,1800.0,1800.0,Shrubland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-AB08E5C4,48.62,57.9,43.95,28.875,,27.75,19.06,20.6,17.65,14.6,15.0,14.4,60.82,62.8,58.25,351.2,372.0,330.0,152.75,,151.5,193.25,,178.5,44.15,,45.9,131.0,137.0,121.0,5.0,2.0,1.0,1541.0,Dunning,NO,Grassland,3.0,2.0,Herbivore,Omnivore,Terrestrial,-47.29,-34.39,-41.77,172.6,268823.5,1569.5,0.0,,,Coastal,Herbivore,,No,Herbivore terrestrial,True,True
AVIBASE-AB0B75D8,12.075,11.04,13.8,6.72,6.56667,6.95,4.38333,4.35,4.45,3.98333,4.025,3.9,14.71429,15.225,14.03333,58.5,57.2,60.66667,9.77143,8.375,11.63333,49.22857,49.375,49.03333,16.48571,14.525,19.1,28.0,27.5,28.66667,8.0,3.0,5.0,15.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-4.14,21.35,12.96,-86.21,558740.47,15.88333,0.0,1050.0,1050.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-AB1A85BF,14.22,14.53333,12.5,9.075,9.45,7.9,6.84,6.93333,6.7,7.16,7.13333,7.1,20.68,20.8,19.8,94.6,96.0,90.0,29.925,29.75,29.9,63.575,64.75,60.1,32.05,31.55,33.2,210.38,224.56667,154.5,5.0,1.0,3.0,52.7,Dunning,NO,Shrubland,2.0,1.0,Herbivore,Frugivore,Insessorial,-34.84,-5.1,-22.11,24.72,3462430.5,55.7,0.0,1600.0,1600.0,Woodland,Herbivore,CP,No,Frugivore,True,True
AVIBASE-AB27B1A6,20.26,20.2,20.35,15.025,14.85,15.2,3.42,3.3,3.6,3.34,3.2,3.55,14.34,13.83333,15.1,51.2,52.33333,49.5,7.85,8.6,7.1,43.15,43.9,42.4,15.375,16.4,14.35,37.0,36.33333,38.0,5.0,2.0,3.0,9.0,Inferred,YES,Forest,2.0,1.0,Omnivore,Nectarivore,Insessorial,-10.94,-7.56,-8.88,122.57,66937.6,,0.0,800.0,800.0,Forest,Omnivore,PN,No,Omnivore,True,True
AVIBASE-AB2F4BC0,16.53333,16.26,16.875,12.6,12.45,12.75,4.48,4.36667,4.65,4.68,4.56667,4.85,14.34444,14.64,13.975,90.22222,89.6,91.0,24.8375,25.0,24.675,65.6625,65.0,66.325,27.4375,27.75,27.125,60.05556,59.5,60.75,9.0,4.0,5.0,19.8,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,33.24,70.75,54.79,69.33,18548908.46,21.0,0.0,2000.0,2000.0,Forest,Carnivore,CV,No,Invertivore,True,True
AVIBASE-AB374CD7,15.2,16.2,,7.04,7.4,,2.06,2.2,,3.62,3.5,,22.0,20.1,,76.2,74.0,,17.75,17.0,,59.0,57.0,,23.225,23.0,,34.0,15.0,,5.0,0.0,1.0,52.1,Inferred,YES,Wetland,2.0,2.0,Omnivore,Aquatic predator,Terrestrial,-42.88,-27.63,-33.79,-59.69,133958.77,56.5,0.0,500.0,500.0,Wetland,Omnivore,,No,Omnivore,True,True
AVIBASE-AB38EDFD,15.88,16.63333,14.75,8.5,9.0,8.0,4.52,4.7,4.25,4.24,4.26667,4.2,19.8,19.93333,19.6,92.2,93.0,91.0,21.425,20.15,22.7,69.075,69.85,68.3,23.675,22.4,24.95,82.8,82.66667,83.0,5.0,2.0,3.0,22.5,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-5.51,14.0,5.51,31.61,662620.71,22.5,400.0,1100.0,1500.0,Grassland,Carnivore,"DM,O",No,Invertivore,True,True
AVIBASE-AB4034D4,11.5,,11.5,6.3,,6.3,2.4,,2.4,3.1,,3.1,18.5,,18.5,52.5,,52.5,12.9,,12.9,39.6,,39.6,24.6,,24.6,38.0,,38.0,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,True,False
AVIBASE-AB4BDC23,19.5,19.5,,13.9,13.35,14.26667,4.34,4.1,4.5,6.98,6.8,7.1,23.84,23.65,23.96667,93.74,93.8,93.7,15.74,16.25,15.4,78.0,77.55,78.3,16.78,17.3,16.43333,84.0,84.0,,5.0,3.0,2.0,41.6,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-18.34,-13.09,-15.56,-67.17,81400.96,43.0,650.0,850.0,1500.0,Shrubland,Carnivore,,No,Invertivore,True,True
AVIBASE-AB4EA9A7,26.2,25.75,26.65,13.8,13.5,14.1,7.65,7.4,7.9,13.175,12.9,13.45,40.625,41.55,39.7,226.5,221.0,232.0,70.4,76.2,64.6,156.1,144.8,167.4,31.175,34.45,27.9,143.0,138.5,147.5,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,237.4,0.0,2300.0,2300.0,Forest,Carnivore,CV,No,Invertivore,True,True
AVIBASE-AB507233,13.06,13.16667,12.9,8.325,8.55,8.1,4.94,5.06667,4.75,5.92,6.0,5.8,20.12,20.23333,19.95,73.8,75.0,72.0,15.175,15.65,14.7,58.325,59.35,57.3,20.6,20.85,20.35,47.0,47.33333,46.5,5.0,2.0,3.0,29.2,EltonTraits_GenAvg,NO,Grassland,3.0,1.0,Omnivore,Granivore,Terrestrial,-33.01,-19.62,-28.15,27.27,258493.25,20.1,550.0,1200.0,1750.0,Grassland,Herbivore,DM,No,Granivore,True,True
AVIBASE-AB51824B,36.08889,35.88,36.35,25.65,26.7,24.6,9.0,9.16667,8.75,9.24,9.23333,9.25,10.71111,11.14,10.175,79.11111,79.0,79.25,21.0,21.525,20.475,58.25,57.725,58.775,26.5125,27.15,25.875,44.33333,43.9,44.875,9.0,4.0,5.0,43.2,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-29.04,17.02,-2.45,21.43,13120453.97,41.16667,0.0,2300.0,2300.0,Woodland,Carnivore,CV,No,Invertivore,True,True
AVIBASE-AB5413A0,11.25,11.7,10.8,6.575,6.95,6.2,3.7,3.73333,3.66667,3.96667,3.86667,4.06667,14.75,14.66667,14.83333,50.66667,53.16667,48.16667,8.025,9.1,6.95,42.1,43.65,40.55,15.925,17.2,14.65,26.83333,26.66667,27.0,6.0,3.0,3.0,8.5,Dunning,NO,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,7.8,12.37,9.96,118.7,13498.61,8.5,0.0,500.0,500.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-AB545C67,10.9,11.06,10.7,7.325,7.4,7.25,4.34,4.4,4.25,4.1,4.12,4.075,14.70769,14.55714,14.88333,62.26923,63.42857,60.91667,16.55,17.15,15.95,45.49167,46.01667,44.96667,26.65833,27.13333,26.18333,34.96154,36.5,33.16667,13.0,6.0,7.0,14.0,Dunning,NO,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,-30.67,10.65,-13.47,-58.42,2010700.01,13.0,500.0,2000.0,2500.0,Forest,Herbivore,SP,No,Frugivore,True,True
AVIBASE-AB57523F,14.8,15.55,14.3,8.26,8.35,8.2,3.26,3.1,3.36667,4.92,4.85,4.96667,31.1,31.55,30.8,75.1,77.5,73.5,3.88,4.05,3.76667,71.22,73.45,69.73333,5.16,5.2,5.13333,82.2,84.5,80.66667,5.0,3.0,2.0,40.4,EltonTraits_GenAvg,NO,Forest,1.0,2.0,Omnivore,Invertivore,Insessorial,27.76,29.75,28.73,103.55,8458.5,,1700.0,500.0,2200.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-AB5815F4,16.98182,17.2,16.0,9.425,9.25,9.6,4.76364,4.95556,3.9,5.35455,5.41111,5.1,22.3,22.74444,20.3,78.18182,77.77778,80.0,10.1,10.1125,10.05,68.3,67.8875,69.95,12.87,12.95,12.55,66.54545,65.0,73.5,11.0,2.0,9.0,21.1,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,12.21,18.65,15.73,121.45,104394.32,21.75,300.0,1700.0,2000.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AB5C68F1,44.475,41.95,47.0,25.675,23.6,27.75,9.3,8.95,9.65,11.65,10.85,12.45,39.325,37.65,41.0,181.05,176.75,185.35,24.825,22.45,27.2,156.225,154.3,158.15,13.7,12.7,14.7,269.775,268.1,271.45,4.0,2.0,2.0,128.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Vertivore,Insessorial,17.99,19.3,18.46,-71.47,1132.73,128.0,0.0,900.0,900.0,Forest,Carnivore,PL,No,Vertivore,True,True
AVIBASE-AB658C2D,23.5,22.83333,24.8,17.75,16.2,20.3,1.62,1.5,1.7,1.58,1.63333,1.5,4.06,3.8,4.3,39.28,38.2,42.4,24.775,23.6,26.9,14.575,14.2,15.5,62.95,62.45,63.4,27.2,29.0,25.0,5.0,1.0,3.0,3.3,Dunning,NO,Shrubland,2.0,1.0,Herbivore,Nectarivore,Aerial,19.12,32.47,25.07,-104.23,338277.72,3.4,1150.0,1210.0,2360.0,Shrubland,Herbivore,CP,No,Nectarivore,True,True
AVIBASE-AB73D3C9,12.42,12.36667,12.5,7.475,7.35,7.6,3.88,3.96667,3.75,5.32,5.16667,5.55,17.98,18.36667,17.4,68.1,68.33333,67.75,18.35,18.6,18.1,49.775,49.9,49.65,26.925,27.15,26.7,54.92,56.33333,52.8,5.0,2.0,3.0,14.9,Dunning,NO,Forest,1.0,3.0,Omnivore,Omnivore,Terrestrial,35.08,41.55,37.92,139.48,111789.59,14.9,500.0,1000.0,1500.0,Forest,Omnivore,,No,Omnivore,True,True
AVIBASE-AB7D1006,25.5,25.5,,15.3,15.3,,9.6,9.6,,14.3,14.3,,28.0,28.0,,148.2,148.2,,37.6,37.6,,110.6,110.6,,25.4,25.4,,72.1,72.1,,1.0,0.0,1.0,200.8,DataFromSplit,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-10.83,-10.14,-10.53,161.82,3331.79,173.5,0.0,920.0,920.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AB823002,21.24,20.96,20.95556,11.72857,10.525,12.42222,7.62667,7.14,8.02222,10.18667,9.54,10.63333,49.84,44.2,53.48889,167.71429,157.0,174.44444,46.70769,44.23333,48.64444,123.13846,118.43333,125.8,27.38462,27.16667,27.77778,123.86667,116.2,129.88889,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,135.625,0.0,2200.0,2200.0,Forest,Carnivore,,No,Vertivore,True,True
AVIBASE-AB8E1D95,18.15,18.05,18.25,7.3,7.75,6.85,4.925,4.75,5.1,2.825,2.7,2.95,16.025,16.4,15.65,148.0,148.0,148.0,62.625,61.9,63.35,85.375,86.1,84.65,42.3,41.8,42.8,119.0,119.5,118.5,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,True,False
AVIBASE-AB916568,12.66286,13.625,13.76667,7.25,7.05,7.45,4.83333,4.775,4.83333,5.2,4.86,5.04,18.63846,17.02222,16.81111,73.5,74.57,70.58889,15.21875,15.7875,14.65,57.09375,58.425,55.7625,21.08125,21.2875,20.875,51.36364,51.85,51.5,41.0,9.0,10.0,21.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-17.93,13.8,-2.77,-64.73,4181131.62,21.5,0.0,1800.0,1800.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-AB937AEB,21.05556,21.36,20.675,9.775,10.25,9.3,3.22,3.1,3.4,3.62,3.53333,3.75,22.36667,23.28,21.225,151.05556,152.2,149.625,49.125,49.0,49.25,101.6875,103.0,100.375,32.575,32.225,32.925,107.22222,116.2,96.0,9.0,4.0,5.0,142.0,Dunning,NO,Shrubland,3.0,1.0,Herbivore,Granivore,Terrestrial,-34.84,16.58,-12.47,28.78,9534302.21,144.66667,0.0,1000.0,1000.0,Woodland,Herbivore,,No,Granivore,True,True
AVIBASE-AB94C8C5,16.85,17.1,16.6,8.9,9.4,8.4,5.85,5.8,5.9,5.4,5.4,5.4,27.55,28.1,27.0,97.25,97.5,97.0,12.1,11.3,12.9,85.25,86.3,84.2,12.45,11.6,13.3,97.75,100.5,95.0,2.0,1.0,1.0,34.5,Updated_literature,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,3.17,5.91,4.97,-63.07,26627.09,29.9,1800.0,800.0,2600.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AB9D580D,23.06,22.96667,23.2,11.925,11.95,11.9,5.14,5.03333,5.3,5.76,5.66667,5.9,37.82,37.3,38.6,100.2,99.66667,101.0,10.05,10.1,10.0,91.95,92.9,91.0,9.825,9.75,9.9,125.6,121.0,132.5,5.0,2.0,3.0,73.1,Dunning,NO,Forest,1.0,1.0,Omnivore,Frugivore,Insessorial,22.4,24.85,23.82,121.12,13167.81,75.5,1475.0,1950.0,3425.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-ABAD0008,15.84,16.1,14.8,10.87143,11.36667,,2.975,3.125,,3.38462,3.475,3.4,18.54615,19.125,19.2,59.31538,59.85,62.5,7.90833,7.43333,8.6,51.35,52.36667,53.9,13.36667,12.43333,13.8,62.19,72.0,67.0,13.0,1.0,4.0,15.2,Dunning,NO,Wetland,2.0,1.0,Carnivore,Invertivore,Insessorial,-35.43,12.63,-12.34,-54.25,8364757.31,16.0,0.0,500.0,500.0,Wetland,Carnivore,SP,No,Invertivore,True,True
AVIBASE-ABB15738,17.63333,17.625,17.65,11.35,11.55,11.15,3.68333,3.65,3.75,4.43333,4.35,4.6,21.55,21.4,21.85,65.33333,67.5,61.0,13.15,14.25,12.05,49.85,50.75,48.95,20.85,21.9,19.8,45.0,47.25,40.5,6.0,2.0,4.0,13.7,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,19.01,21.17,19.73,-155.65,6246.28,13.65,500.0,2600.0,3100.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-ABB5B3B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,90.2,DataFromSplit,YES,Shrubland,2.0,1.0,Herbivore,Omnivore,Terrestrial,,,,,,,,,,Grassland,Omnivore,,No,Omnivore,True,True
AVIBASE-ABB81DC6,24.88,24.33333,25.7,15.625,15.5,15.75,9.82,9.96667,9.6,8.775,9.1,8.45,40.74,40.93333,40.45,154.0,155.66667,151.5,44.4,45.75,43.05,108.35,108.25,108.45,29.05,29.7,28.4,83.4,85.33333,80.5,5.0,2.0,3.0,363.7,Dunning,NO,Grassland,3.0,2.0,Omnivore,Omnivore,Terrestrial,27.61,36.49,31.8,93.28,1000982.76,372.0,3600.0,1000.0,4600.0,Grassland,Herbivore,"NO,SC",No,Granivore,True,True
AVIBASE-ABCF8D10,22.36,23.95,21.3,11.65,12.2,11.1,3.21667,3.2,3.23333,4.18333,4.23333,4.13333,20.56667,21.26667,19.86667,83.16667,86.0,80.33333,13.375,13.65,13.1,69.875,72.85,66.9,16.075,15.8,16.35,74.33333,78.16667,70.5,6.0,3.0,3.0,23.7,DataFromSplit,NO,Forest,2.0,1.0,Omnivore,Omnivore,Insessorial,-16.39,-13.73,-15.18,125.82,43433.15,25.925,,,,Rock,Omnivore,,No,Omnivore,True,True
AVIBASE-ABDA1FE5,29.2,29.2,,11.4,11.4,,3.6,3.6,,4.6,4.6,,33.5,33.5,,109.0,109.0,,11.1,11.1,,97.9,97.9,,10.2,10.2,,95.0,95.0,,1.0,0.0,1.0,110.0,Updated_literature,NO,Woodland,1.0,1.0,Carnivore,Invertivore,Terrestrial,-20.71,-12.67,-18.08,46.24,39538.16,107.0,0.0,150.0,150.0,Forest,Carnivore,PL,No,Invertivore,True,True
AVIBASE-ABDAC20A,60.88333,69.7,59.8,39.9,39.1,41.0,15.75,16.8,15.6,29.73333,28.5,30.1,119.41667,130.0,112.16667,533.0,538.0,531.0,177.5,166.0,168.0,361.25,372.0,382.0,32.975,30.9,30.5,262.16667,268.0,269.66667,6.0,3.0,1.0,2950.0,Dunning,NO,Shrubland,2.0,2.0,Carnivore,Vertivore,Insessorial,-38.92,-9.72,-22.07,-55.75,4233989.28,2875.0,0.0,2500.0,2500.0,Shrubland,Carnivore,PL,No,Vertivore,True,True
AVIBASE-ABDC4E76,12.37333,11.53333,11.7,7.05,6.25,6.2,2.92667,2.8,2.9,2.71333,2.73333,2.7,15.74667,16.06667,15.7,59.3,59.5,60.5,11.46154,10.55,12.95,47.65385,48.7,47.55,19.4,17.8,21.4,42.8,44.66667,42.5,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,10.45,1100.0,2300.0,3400.0,Woodland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-ABDDA6D0,13.6,13.5,13.63333,7.7,7.8,7.66667,3.875,3.7,3.93333,3.2,3.2,3.2,18.95,17.9,19.3,73.0,74.0,72.66667,16.075,15.0,16.43333,56.925,59.0,56.23333,22.05,20.3,22.63333,54.5,56.0,54.0,4.0,3.0,1.0,13.0,Dunning,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-22.76,-20.09,-21.34,165.51,16068.84,12.5,0.0,1050.0,1050.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-ABE64671,19.5,20.5,19.45,12.475,12.425,12.73333,4.025,4.1,3.96667,5.425,5.6,5.26667,22.8625,23.5,22.46667,73.3375,74.1,73.76667,8.85,8.575,8.9,64.5,65.55,64.86667,12.0875,11.575,12.06667,85.5,87.0,85.0,8.0,3.0,4.0,41.0,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Generalist,-31.17,-8.91,-17.97,-55.06,2766219.77,42.95,300.0,800.0,1100.0,Riverine,Carnivore,PN,No,Invertivore,True,True
AVIBASE-ABE76F69,91.23333,94.0,88.46667,80.975,79.8,82.15,24.55,24.4,24.7,28.21667,29.06667,27.36667,36.73333,37.26667,36.2,135.0,136.66667,133.33333,20.55,20.8,20.3,113.95,114.7,113.2,15.275,15.35,15.2,133.66667,136.0,131.33333,6.0,3.0,3.0,219.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,0.81,15.94,10.44,-81.58,153224.72,210.0,300.0,800.0,1100.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-ABEF107C,45.62,48.16667,41.8,29.1,30.05,28.15,20.3,20.83333,19.5,15.48,15.33333,15.7,33.68,34.7,32.15,213.6,213.66667,213.5,100.1,99.15,101.05,113.15,113.85,112.45,46.95,46.55,47.35,56.0,57.0,54.5,5.0,2.0,3.0,869.4,Dunning,NO,Wetland,3.0,1.0,Carnivore,Aquatic predator,Aquatic,-43.64,-10.69,-25.55,135.33,6825013.89,803.75,0.0,1150.0,1150.0,Wetland,Herbivore,PL,No,Omnivore,True,True
AVIBASE-ABF0B698,13.55,,13.55,8.35,,8.35,5.95,,5.95,10.1,,10.1,18.7,,18.7,69.0,,69.0,12.7,,12.7,56.3,,56.3,18.4,,18.4,59.5,,59.5,2.0,2.0,0.0,14.9,DataFromSplit,NO,Forest,1.0,1.0,Omnivore,Omnivore,Insessorial,19.26,19.4,19.32,-81.24,202.69,16.275,0.0,79.0,79.0,Woodland,Omnivore,"DM,SP",No,Omnivore,True,True
AVIBASE-ABF6C3C4,48.33333,46.7,52.55,31.1,30.5,31.7,14.0,13.75,14.35,22.95,22.6,23.45,94.76667,97.55,93.2,386.0,388.0,390.0,164.85,170.45,159.25,224.15,217.55,230.75,42.425,44.0,40.85,207.33333,196.0,203.5,6.0,2.0,2.0,1078.6,Dunning,NO,Shrubland,2.0,1.0,Omnivore,Omnivore,Terrestrial,-8.14,32.57,12.42,-79.66,4169053.29,,,,,,,,,,True,False
AVIBASE-ABF9C0A0,14.35,,,7.22857,,,4.48571,,,3.04286,,,17.74286,,,51.14286,,,7.42857,,,43.71429,,,14.58571,,,41.42857,,,7.0,0.0,0.0,10.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-17.85,-6.21,-12.6,-67.76,806774.08,9.875,0.0,500.0,500.0,Forest,Carnivore,PN,No,Invertivore,True,True
AVIBASE-ABFEA300,23.775,22.3,24.26667,14.125,13.1,14.46667,8.475,7.1,8.93333,12.175,11.3,12.46667,38.65,38.2,38.8,175.5,172.0,176.66667,42.95,41.3,43.5,132.55,130.7,133.16667,24.475,24.0,24.63333,81.0,78.0,82.0,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,152.8,0.0,1000.0,1000.0,Woodland,Carnivore,"CV,O",No,Invertivore,True,True
AVIBASE-AC0C3921,24.66,24.4,,15.525,15.3,,5.02,5.075,,5.58,5.625,,27.22,27.05,,113.6,113.25,,37.55,37.73333,,74.2,72.93333,,33.65,34.13333,,77.0,77.75,,5.0,0.0,4.0,58.6,Dunning,NO,Forest,2.0,3.0,Omnivore,Invertivore,Generalist,26.86,32.18,29.14,81.9,96522.48,62.0,750.0,1650.0,2400.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-AC0F25BB,20.25,20.05,20.45,10.425,10.85,10.0,6.05,6.4,5.7,7.025,7.35,6.7,27.175,27.05,27.3,190.5,193.5,187.5,118.125,121.1,115.15,72.375,72.4,72.35,62.025,62.6,61.45,67.5,68.0,67.0,4.0,2.0,2.0,91.9,Dunning,NO,Coastal,3.0,3.0,Carnivore,Invertivore,Aerial,-25.61,-11.95,-19.74,46.56,545354.28,103.0,0.0,1500.0,1500.0,Coastal,Carnivore,SC,No,Invertivore,True,True
