eBird species code 2019,Com_name,Sci_name,Subspecies,Illustration_id,Credit,Sex,Age,Morph,Order,Family,Group,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,color11,color12,color13,color14,color15,color16,color17,color18,color19,color20,color21,color22,color23,color24
ultgro1,Ultramarine Grosbeak,Cyanoloxia brissonii,nominate,153715131,Brian Small,Female,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0.153,0.025,0.018,0.106,0,0,0.018,0.012,0,0.02,0.004,0,0.02,0.124,0.01,0.193,0.036,0.02,0.124,0,0.053,0,0.024,0.04
bubgro1,Blue-black Grosbeak,Cyanoloxia cyanoides,concreta,153233491,Brian Small,Male,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0,0.021,0.112,0,0.026,0,0.008,0.025,0,0,0,0,0.021,0.086,0,0.001,0.253,0.031,0,0.115,0.162,0,0.019,0.12
bubgro1,Blue-black Grosbeak,Cyanoloxia cyanoides,nominate,153233531,Brian Small,Male,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0,0.008,0.148,0,0.02,0,0.008,0.017,0,0,0,0,0.006,0.138,0,0,0.114,0.024,0,0.208,0.129,0,0.014,0.166
bubgro1,Blue-black Grosbeak,Cyanoloxia cyanoides,nominate,153715071,Brian Small,Female,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0.267,0.014,0.032,0.103,0.001,0,0.007,0.026,0,0,0,0,0.006,0.122,0.013,0.226,0.037,0.025,0.003,0,0.056,0,0.018,0.044
glbgro1,Glaucous-blue Grosbeak,Cyanoloxia glaucocaerulea,nominate,153233711,Brian Small,Female,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0.153,0.029,0.019,0.128,0,0.001,0.012,0.022,0.01,0.051,0.004,0,0.021,0.128,0.017,0.141,0.036,0.019,0.07,0,0.067,0,0.023,0.049
glbgro1,Glaucous-blue Grosbeak,Cyanoloxia glaucocaerulea,nominate,153233731,Brian Small,Male,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0.005,0.013,0.12,0.002,0.098,0.001,0.006,0.014,0,0,0.007,0,0.013,0.117,0.003,0,0.048,0.02,0,0.367,0.062,0,0.02,0.084
bubgro2,Amazonian Grosbeak,Cyanoloxia rothschildii,nominate,153233561,Brian Small,Female,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0.208,0.017,0.043,0.086,0.001,0,0.01,0.033,0,0,0,0,0.011,0.106,0.005,0.226,0.06,0.039,0,0.001,0.075,0,0.013,0.066
bubgro2,Amazonian Grosbeak,Cyanoloxia rothschildii,nominate,153715101,Brian Small,Male,Not specified,None,Passeriformes,Cardinalidae ,Cardinals and Allies,0,0.011,0.132,0,0.037,0,0.008,0.008,0,0,0,0,0.006,0.139,0,0.002,0.104,0.023,0,0.283,0.116,0,0.011,0.12
sitjay1,Silvery-throated Jay,Cyanolyca argentigula,nominate,153086931,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.013,0.046,0,0.02,0,0.023,0.016,0,0,0,0,0.028,0.135,0,0,0.133,0.012,0,0.322,0.122,0,0.017,0.113
blcjay2,Black-collared Jay,Cyanolyca armillata,quindiuna,153087001,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.007,0.085,0,0.097,0,0.002,0.021,0,0,0,0,0.009,0.154,0,0,0.069,0.02,0,0.36,0.076,0,0.013,0.087
blcjay2,Black-collared Jay,Cyanolyca armillata,nominate,153478361,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.013,0.033,0,0.066,0,0.006,0.007,0,0,0,0,0.01,0.142,0,0,0.047,0.012,0,0.469,0.09,0,0.007,0.098
azhjay1,Azure-hooded Jay,Cyanolyca cucullata,nominate,153086961,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.02,0.065,0.001,0.053,0,0.013,0.026,0,0,0,0,0.011,0.118,0,0.001,0.255,0.014,0,0.138,0.157,0,0.017,0.111
whtjay1,White-throated Jay,Cyanolyca mirabilis,nominate,153086891,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.016,0.132,0,0.05,0,0.022,0.013,0,0,0,0,0.027,0.149,0,0,0.122,0.019,0,0.21,0.105,0,0.016,0.119
dwajay1,Dwarf Jay,Cyanolyca nanus,nominate,153086901,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.014,0.032,0,0.119,0,0.013,0.022,0,0,0,0,0.014,0.15,0,0,0.042,0.013,0,0.44,0.044,0,0.025,0.072
beajay1,Beautiful Jay,Cyanolyca pulchra,nominate,153086941,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.019,0.095,0,0.048,0,0.026,0.016,0,0,0,0,0.029,0.113,0,0,0.087,0.026,0,0.264,0.113,0,0.019,0.145
bltjay1,Black-throated Jay,Cyanolyca pumilo,nominate,153478291,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.008,0.025,0,0.055,0,0.006,0.009,0,0,0,0,0.003,0.144,0,0,0.101,0.011,0,0.512,0.061,0,0.006,0.059
turjay1,Turquoise Jay,Cyanolyca turcosa,nominate,153478391,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.022,0.135,0,0.117,0,0.012,0.026,0,0,0,0,0.015,0.127,0,0,0.047,0.017,0,0.278,0.066,0,0.015,0.123
whcjay2,White-collared Jay,Cyanolyca viridicyanus,nominate,153087081,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.01,0.053,0,0.085,0,0.014,0.028,0,0,0,0,0.006,0.117,0,0,0.075,0.018,0,0.401,0.084,0,0.021,0.088
buhsun1,Blue-headed Sunbird,Cyanomitra alinae,nominate,153161151,Hilary Burn,Male,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.052,0.016,0.032,0.095,0.016,0.001,0.009,0.021,0.113,0.021,0.027,0.001,0.01,0.14,0.076,0.051,0.083,0.029,0.001,0.02,0.07,0.027,0.02,0.069
bansun3,Bannerman's Sunbird,Cyanomitra bannermani,nominate,153539821,Hilary Burn,Male,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.081,0.066,0.039,0.054,0.023,0.001,0.012,0.044,0.109,0.029,0.015,0.004,0.04,0.133,0.028,0.038,0.091,0.025,0,0.012,0.045,0.036,0.038,0.037
btbsun2,Blue-throated Brown Sunbird,Cyanomitra cyanolaema,nominate,153161091,Hilary Burn,Male,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.123,0.013,0.023,0.099,0.007,0.003,0.004,0.01,0.001,0,0.036,0,0.018,0.159,0.09,0.153,0.081,0.013,0,0.003,0.083,0,0.017,0.064
btbsun2,Blue-throated Brown Sunbird,Cyanomitra cyanolaema,nominate,153539831,Hilary Burn,Female,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.108,0.017,0.007,0.168,0,0.013,0.019,0.011,0.077,0.04,0.051,0.001,0.026,0.139,0.093,0.11,0.017,0.008,0.002,0,0.046,0.005,0.014,0.028
btbsun2,Blue-throated Brown Sunbird,Cyanomitra cyanolaema,octaviae,153539851,Hilary Burn,Female,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.104,0.032,0.015,0.118,0,0.026,0.051,0.014,0.089,0.015,0.044,0.001,0.054,0.156,0.06,0.076,0.013,0.011,0,0,0.034,0.025,0.02,0.042
eaosun1,Olive Sunbird,Cyanomitra olivacea,nominate,153161171,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.099,0.012,0.01,0.139,0,0.013,0.011,0.015,0.085,0.003,0.095,0,0.015,0.173,0.105,0.078,0.02,0.021,0,0,0.03,0.034,0.011,0.031
eaosun1,Olive Sunbird,Cyanomitra olivacea,obscura,153161181,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.08,0.063,0.007,0.107,0,0.06,0.011,0.012,0.029,0,0.055,0,0.096,0.185,0.117,0.059,0.008,0.01,0,0,0.029,0.04,0.015,0.017
camsun2,Cameroon Sunbird,Cyanomitra oritis,nominate,153161131,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.045,0.011,0.022,0.074,0.016,0.003,0.016,0.016,0.164,0.003,0.03,0.061,0.009,0.164,0.055,0.048,0.081,0.013,0,0.019,0.049,0.055,0.008,0.038
mocsun2,Mouse-colored Sunbird,Cyanomitra veroxii,zanzibarica,153161201,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.018,0.074,0.072,0.012,0,0.002,0.062,0.122,0,0.001,0.005,0,0.1,0.152,0.006,0.014,0.032,0.126,0,0,0.038,0,0.078,0.086
mocsun2,Mouse-colored Sunbird,Cyanomitra veroxii,nominate,153539941,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.003,0.105,0.099,0.006,0,0,0.019,0.061,0,0,0.001,0,0.081,0.138,0.002,0.005,0.092,0.087,0.004,0,0.098,0,0.087,0.112
gnhsun1,Green-headed Sunbird,Cyanomitra verticalis,nominate,153160971,Hilary Burn,Female,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.069,0.073,0.015,0.081,0,0.002,0.009,0.029,0.122,0.035,0.013,0.004,0.048,0.176,0.048,0.036,0.044,0.031,0,0,0.028,0.023,0.079,0.035
gnhsun1,Green-headed Sunbird,Cyanomitra verticalis,cyanocephala,153539771,Hilary Burn,Male,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.093,0.015,0.023,0.122,0.023,0.01,0.004,0.043,0.102,0.015,0.027,0.005,0.016,0.146,0.057,0.038,0.082,0.023,0.001,0.026,0.036,0.027,0.025,0.041
gnhsun1,Green-headed Sunbird,Cyanomitra verticalis,nominate,153539791,Hilary Burn,Male,Not specified,None,Passeriformes,Nectariniidae ,Sunbirds and Spiderhunters,0.055,0.054,0.029,0.044,0.018,0.001,0.015,0.054,0.135,0.025,0.022,0.008,0.015,0.167,0.027,0.034,0.073,0.033,0,0.022,0.033,0.029,0.066,0.041
blhhum1,Blue-headed Hummingbird,Cyanophaia bicolor,nominate,152824311,Norman Arlott,Female,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.096,0.039,0.051,0.007,0,0.001,0.022,0.009,0.019,0.001,0.002,0,0.042,0.13,0.003,0.011,0.007,0.008,0,0.006,0.258,0.131,0.021,0.136
blhhum1,Blue-headed Hummingbird,Cyanophaia bicolor,nominate,153365711,Norman Arlott,Male,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.022,0.007,0.172,0.001,0.038,0,0.008,0.013,0,0,0,0,0.002,0.124,0.003,0.001,0.032,0.037,0.003,0.099,0.187,0.062,0.001,0.188
azwmag3,Iberian Magpie,Cyanopica cooki,nominate,153085441,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0.01,0.105,0.046,0.015,0.079,0.007,0.037,0.046,0,0,0.018,0,0.071,0.192,0.038,0.002,0.04,0.031,0,0.09,0.035,0,0.099,0.039
azwmag2,Azure-winged Magpie,Cyanopica cyanus,nominate,153085471,Brian Small,Monomorphic,Not specified,None,Passeriformes,Corvidae ,"Crows, Jays, and Magpies",0,0.118,0.043,0,0.083,0,0.13,0.085,0,0,0,0,0.104,0.145,0,0,0.034,0.056,0,0.069,0.023,0,0.08,0.03
spimac1,Spix's Macaw,Cyanopsitta spixii,nominate,151440761,Lluís Sanz,Monomorphic,Not specified,None,Psittaciformes,Psittacidae ,New World and African Parrots,0.003,0.029,0.017,0.006,0.296,0.011,0.054,0.01,0,0,0.012,0,0.051,0.162,0.009,0,0,0.007,0,0.313,0.005,0,0.007,0.008
zapfly1,Zappey's Flycatcher,Cyanoptila cumatilis,nominate,153147961,Chris Rose,Female,Not specified,None,Passeriformes,Muscicapidae ,Old World Flycatchers,0.229,0.009,0.012,0.144,0,0.048,0.051,0.006,0,0.001,0.099,0,0.015,0.108,0.115,0.104,0.014,0.01,0.001,0,0.007,0,0.009,0.018
zapfly1,Zappey's Flycatcher,Cyanoptila cumatilis,nominate,153147991,Chris Rose,Male,Not specified,None,Passeriformes,Muscicapidae ,Old World Flycatchers,0,0.044,0.076,0,0.132,0.018,0.02,0.005,0,0,0.006,0,0.015,0.151,0.002,0,0.061,0.004,0,0.292,0.071,0,0.03,0.073
bawfly2,Blue-and-white Flycatcher,Cyanoptila cyanomelana,nominate,153148001,Chris Rose,Female,Not specified,None,Passeriformes,Muscicapidae ,Old World Flycatchers,0.13,0.004,0.025,0.241,0,0.06,0.05,0.014,0.002,0.029,0.13,0,0.014,0.106,0.087,0.024,0.019,0.023,0.007,0,0.013,0.001,0.009,0.012
bawfly2,Blue-and-white Flycatcher,Cyanoptila cyanomelana,nominate,153148011,Chris Rose,Male,Not specified,None,Passeriformes,Muscicapidae ,Old World Flycatchers,0,0.057,0.039,0,0.081,0.01,0.03,0.008,0,0,0.002,0,0.019,0.146,0.003,0,0.112,0.011,0,0.353,0.055,0,0.024,0.05
yefpar3,Yellow-crowned Parakeet,Cyanoramphus auriceps,nominate,151431891,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.225,0.006,0.01,0.002,0.003,0.002,0.006,0.003,0.013,0.001,0.002,0.003,0.004,0.199,0.003,0.035,0.018,0.013,0.005,0.011,0.033,0.366,0.008,0.029
noipar1,Norfolk Island Parakeet,Cyanoramphus cookii,nominate,151431921,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.232,0.006,0.009,0.001,0.007,0,0.007,0.005,0.046,0.002,0,0,0.004,0.143,0.004,0.079,0.041,0.004,0.004,0.017,0.024,0.335,0.009,0.021
chipar1,Chatham Islands Parakeet,Cyanoramphus forbesi,nominate,151431881,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.113,0.009,0.011,0.002,0,0,0.007,0.007,0.07,0.001,0.001,0.008,0.005,0.141,0.007,0.022,0.023,0.008,0.003,0.008,0.024,0.498,0.006,0.026
malpar2,Malherbe's Parakeet,Cyanoramphus malherbi,nominate,151431911,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.198,0.009,0.013,0.005,0.005,0.002,0.011,0.007,0.044,0.002,0,0.01,0.006,0.205,0.001,0.059,0.024,0.01,0.001,0.009,0.015,0.329,0.007,0.028
refpar4,Red-crowned Parakeet,Cyanoramphus novaezelandiae,nominate,151431931,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.248,0.004,0.018,0.004,0.005,0,0.014,0.01,0.034,0.001,0,0,0.007,0.145,0.006,0.06,0.02,0.008,0.018,0.006,0.028,0.325,0.006,0.033
necpar1,New Caledonian Parakeet,Cyanoramphus saisseti,nominate,151431941,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.204,0.007,0.008,0.003,0.007,0,0.01,0.005,0.152,0.003,0.002,0.002,0.01,0.166,0.001,0.063,0.03,0.009,0.009,0.015,0.049,0.193,0.006,0.046
raipar1,Raiatea Parakeet,Cyanoramphus ulietanus,nominate,153730471,Brian Small,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.138,0.005,0.1,0.046,0,0,0.006,0.016,0.078,0.017,0.002,0.001,0.006,0.125,0.008,0.029,0.103,0.047,0.001,0,0.122,0.015,0.003,0.132
antpar1,Antipodes Parakeet,Cyanoramphus unicolor,nominate,151431871,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.248,0.019,0.005,0.005,0.004,0.001,0.008,0.009,0.002,0,0.003,0,0.01,0.136,0.003,0.051,0.02,0.016,0.001,0.007,0.009,0.422,0.008,0.013
blfpar2,Black-fronted Parakeet,Cyanoramphus zealandicus,nominate,153730461,Brian Small,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.077,0.014,0.072,0.01,0.037,0,0.009,0.112,0,0,0,0,0.004,0.159,0,0.032,0.018,0.098,0,0.004,0.026,0.228,0.061,0.039
rubpep1,Rufous-browed Peppershrike,Cyclarhis gujanensis,nominate,153049381,Brian Small,Monomorphic,Not specified,None,Passeriformes,Vireonidae ,"Vireos, Shrike-Babblers, and Erpornis",0.154,0.055,0.014,0.045,0.001,0.001,0.033,0.049,0.018,0.001,0.005,0,0.033,0.121,0.016,0.126,0.043,0.021,0.001,0,0.063,0.089,0.052,0.059
rubpep1,Rufous-browed Peppershrike,Cyclarhis gujanensis,contrerasi,153460771,Brian Small,Monomorphic,Not specified,None,Passeriformes,Vireonidae ,"Vireos, Shrike-Babblers, and Erpornis",0.146,0.045,0.01,0.046,0,0.012,0.046,0.013,0.061,0.001,0.018,0.009,0.058,0.133,0.016,0.09,0.028,0.019,0,0,0.05,0.159,0.028,0.012
rubpep1,Rufous-browed Peppershrike,Cyclarhis gujanensis,nominate,153460791,Brian Small,Monomorphic,Not specified,None,Passeriformes,Vireonidae ,"Vireos, Shrike-Babblers, and Erpornis",0.081,0.052,0.008,0.033,0.001,0.022,0.025,0.03,0.087,0.014,0.032,0.109,0.034,0.102,0.028,0.046,0.023,0.015,0.003,0,0.034,0.16,0.046,0.015
rubpep1,Rufous-browed Peppershrike,Cyclarhis gujanensis,ochrocephala,153460831,Brian Small,Monomorphic,Not specified,None,Passeriformes,Vireonidae ,"Vireos, Shrike-Babblers, and Erpornis",0.101,0.052,0.012,0.055,0,0.039,0.054,0.041,0.071,0.005,0.032,0.005,0.027,0.134,0.022,0.086,0.023,0.02,0.008,0,0.034,0.112,0.045,0.022
blbpep1,Black-billed Peppershrike,Cyclarhis nigrirostris,nominate,153049431,Brian Small,Monomorphic,Not specified,None,Passeriformes,Vireonidae ,"Vireos, Shrike-Babblers, and Erpornis",0.121,0.07,0.021,0.047,0,0,0.087,0.04,0.02,0,0.003,0,0.076,0.123,0.014,0.059,0.054,0.031,0,0,0.04,0.122,0.049,0.023
defpar1,Double-eyed Fig-Parrot,Cyclopsitta diophthalma,nominate,151434401,Norman Arlott,Male,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.179,0.008,0.02,0,0.009,0.001,0.007,0.008,0.049,0.008,0.001,0.018,0.004,0.099,0.002,0.075,0.007,0.014,0.057,0.021,0.022,0.329,0.007,0.055
defpar1,Double-eyed Fig-Parrot,Cyclopsitta diophthalma,coxeni,151434491,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.141,0.005,0.036,0.002,0.011,0,0.011,0.012,0.095,0.011,0,0.031,0.009,0.09,0.003,0.1,0.011,0.007,0.014,0.015,0.033,0.312,0.003,0.048
obfpar1,Orange-breasted Fig-Parrot,Cyclopsitta gulielmitertii,nominate,151434231,Norman Arlott,Female,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.285,0.003,0.039,0.001,0.007,0.012,0.006,0.007,0.051,0.018,0,0,0.003,0.101,0.003,0.049,0.015,0.01,0,0.038,0.037,0.239,0.007,0.069
obfpar1,Orange-breasted Fig-Parrot,Cyclopsitta gulielmitertii,nominate,151434251,Norman Arlott,Male,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.189,0.007,0.047,0.006,0.005,0.039,0.01,0.008,0.017,0.105,0.007,0.026,0.005,0.112,0,0.03,0.004,0.01,0.021,0.045,0.024,0.229,0.009,0.045
obfpar1,Orange-breasted Fig-Parrot,Cyclopsitta gulielmitertii,nigrifrons,151434271,Norman Arlott,Male,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.27,0.005,0.038,0.002,0,0.04,0.009,0.012,0.019,0.085,0.01,0.002,0.001,0.105,0.004,0.041,0.013,0.009,0.004,0.024,0.05,0.205,0.004,0.048
obfpar1,Orange-breasted Fig-Parrot,Cyclopsitta gulielmitertii,amabilis,151434291,Norman Arlott,Female,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.232,0.006,0.06,0.002,0.002,0.023,0.016,0.005,0.035,0.08,0.004,0.02,0.003,0.1,0.002,0.018,0.009,0.016,0,0.034,0.041,0.216,0.002,0.074
obfpar1,Orange-breasted Fig-Parrot,Cyclopsitta gulielmitertii,amabilis,151434311,Norman Arlott,Male,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.195,0.006,0.048,0.001,0,0.149,0.015,0.01,0.026,0,0.038,0.002,0.004,0.1,0.002,0.045,0.002,0.011,0,0.05,0.03,0.199,0.005,0.062
obfpar1,Orange-breasted Fig-Parrot,Cyclopsitta gulielmitertii,melanogenia,151434321,Norman Arlott,Male,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.19,0.004,0.033,0.01,0.001,0.02,0.033,0.004,0.025,0.111,0.004,0,0.008,0.123,0.003,0.051,0.023,0.01,0.029,0.049,0.028,0.184,0.004,0.053
blkswa,Black Swan,Cygnus atratus,nominate,152840641,Francesc Jutglar,Monomorphic,Not specified,None,Anseriformes,Anatidae ,"Ducks, Geese, and Waterfowl",0.001,0.005,0.043,0,0,0,0.007,0.015,0,0.004,0,0,0.004,0.105,0.001,0,0.258,0.036,0.005,0,0.409,0,0.011,0.096
truswa,Trumpeter Swan,Cygnus buccinator,nominate,153380091,Francesc Jutglar,Monomorphic,Not specified,None,Anseriformes,Anatidae ,"Ducks, Geese, and Waterfowl",0,0.175,0.012,0,0,0,0.342,0.004,0,0,0,0,0.242,0.138,0,0,0.003,0.015,0,0,0.022,0,0.028,0.019
tunswa,Tundra Swan,Cygnus columbianus,nominate,153380121,Francesc Jutglar,Monomorphic,Not specified,None,Anseriformes,Anatidae ,"Ducks, Geese, and Waterfowl",0.001,0.146,0.01,0,0,0,0.329,0.008,0.001,0,0,0,0.249,0.168,0,0,0.004,0.013,0.001,0,0.018,0,0.035,0.017
whoswa,Whooper Swan,Cygnus cygnus,nominate,153380101,Francesc Jutglar,Monomorphic,Not specified,None,Anseriformes,Anatidae ,"Ducks, Geese, and Waterfowl",0,0.159,0.009,0.002,0,0.001,0.367,0.01,0.003,0,0.002,0,0.216,0.155,0,0,0.006,0.011,0,0,0.009,0,0.031,0.019
blnswa2,Black-necked Swan,Cygnus melancoryphus,nominate,152840631,Francesc Jutglar,Monomorphic,Not specified,None,Anseriformes,Anatidae ,"Ducks, Geese, and Waterfowl",0.004,0.129,0.007,0.012,0.002,0,0.286,0.002,0,0,0.006,0,0.168,0.174,0.018,0.006,0.02,0.005,0.015,0,0.087,0,0.025,0.034
mutswa,Mute Swan,Cygnus olor,nominate,152840651,Francesc Jutglar,Monomorphic,Not specified,None,Anseriformes,Anatidae ,"Ducks, Geese, and Waterfowl",0.001,0.14,0.01,0,0,0,0.368,0.008,0,0.005,0.001,0,0.209,0.171,0.003,0,0.006,0.011,0,0,0.02,0,0.031,0.016
fasant1,Fasciated Antshrike,Cymbilaimus lineatus,nominate,153012071,Hilary Burn,Female,Not specified,None,Passeriformes,Thamnophilidae ,Typical Antbirds,0.052,0.018,0.085,0.028,0,0.088,0.054,0.032,0.001,0.011,0.045,0,0.025,0.148,0.032,0.054,0.016,0.035,0.018,0.001,0.105,0,0.025,0.127
fasant1,Fasciated Antshrike,Cymbilaimus lineatus,nominate,153012081,Hilary Burn,Male,Not specified,None,Passeriformes,Thamnophilidae ,Typical Antbirds,0,0.048,0.173,0,0.001,0,0.035,0.054,0,0,0,0,0.04,0.136,0,0,0.034,0.068,0.002,0.001,0.141,0,0.044,0.223
bamant1,Bamboo Antshrike,Cymbilaimus sanctaemariae,nominate,153012091,Hilary Burn,Female,Not specified,None,Passeriformes,Thamnophilidae ,Typical Antbirds,0.024,0.028,0.046,0.033,0,0.043,0.02,0.04,0.103,0.074,0.063,0.006,0.015,0.156,0.03,0.032,0.018,0.03,0.021,0,0.095,0,0.022,0.101
bamant1,Bamboo Antshrike,Cymbilaimus sanctaemariae,nominate,153411821,Hilary Burn,Male,Not specified,None,Passeriformes,Thamnophilidae ,Typical Antbirds,0,0.059,0.14,0,0,0,0.044,0.05,0,0,0,0,0.048,0.157,0,0.002,0.015,0.059,0,0,0.161,0,0.053,0.212
barbro1,Black-and-red Broadbill,Cymbirhynchus macrorhynchos,nominate,153008631,Ian Lewington,Monomorphic,Not specified,None,Passeriformes,Eurylaimidae ,Asian and Grauer's Broadbills,0.001,0.011,0.116,0,0.022,0,0.043,0.006,0,0.003,0.001,0.003,0.02,0.125,0,0.105,0.037,0.03,0.188,0.039,0.13,0.001,0.009,0.11
barbro1,Black-and-red Broadbill,Cymbirhynchus macrorhynchos,malaccensis,153008641,Ian Lewington,Monomorphic,Not specified,None,Passeriformes,Eurylaimidae ,Asian and Grauer's Broadbills,0.001,0.027,0.121,0.001,0.008,0,0.032,0.008,0.004,0,0,0.007,0.038,0.124,0,0.097,0.037,0.024,0.237,0.026,0.087,0,0.005,0.116
barbro1,Black-and-red Broadbill,Cymbirhynchus macrorhynchos,affinis,153408121,Ian Lewington,Monomorphic,Not specified,None,Passeriformes,Eurylaimidae ,Asian and Grauer's Broadbills,0.004,0.034,0.159,0.004,0.014,0.002,0.021,0.012,0.003,0.094,0.032,0.002,0.028,0.116,0.021,0.03,0.038,0.018,0.209,0.016,0.054,0,0.018,0.071
brbhum,Broad-billed Hummingbird,Cynanthus latirostris,lawrencei,152824291,Hilary Burn,Male,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.08,0.008,0.067,0.001,0.013,0,0.007,0.007,0.016,0.001,0.002,0,0.009,0.131,0.004,0.015,0.019,0.018,0.015,0.023,0.264,0.15,0.007,0.143
brbhum,Broad-billed Hummingbird,Cynanthus latirostris,latirostris,153365661,Norman Arlott,Male,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.069,0.01,0.08,0.002,0.009,0,0.011,0.009,0.013,0.001,0.003,0,0.007,0.158,0.002,0.009,0.016,0.021,0.007,0.026,0.237,0.164,0.001,0.145
brbhum,Broad-billed Hummingbird,Cynanthus latirostris,latirostris,153365671,Norman Arlott,Female,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.112,0.048,0.031,0.025,0,0.001,0.018,0.017,0.042,0,0,0.005,0.045,0.135,0.005,0.043,0.028,0.013,0.009,0,0.195,0.104,0.03,0.094
brbhum,Broad-billed Hummingbird,Cynanthus latirostris,doubledayi,153365681,Hilary Burn,Male,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.088,0.005,0.099,0.001,0.009,0,0.005,0.009,0.003,0,0.002,0,0.003,0.159,0,0.008,0.012,0.01,0.015,0.042,0.275,0.113,0.005,0.137
